AmpId	primerId	amp	amps_nb	SequenceId	cluster	cluster_group	sequence	PositionInSequence	Length	count_I	count_II	count_III	count_IV	non_target_count
3589_4_amp_23	3589_4	23.0	28.0	Ia_30_6268C00063.1	Ia	I	30_6268C00063.1	108768.0	630.0	18.0	0.0	6.0	4.0	1
3589_4_amp_24	3589_4	24.0	28.0	Ia_31_6270C00008.1	Ia	I	31_6270C00008.1	93072.0	630.0	18.0	0.0	6.0	4.0	1
3589_4_amp_25	3589_4	25.0	28.0	Ic_32_1122.1	Ic	I	32_1122.1	745268.0	630.0	18.0	0.0	6.0	4.0	1
3589_4_amp_26	3589_4	26.0	28.0	Ic_33_6266C00001.1	Ic	I	33_6266C00001.1	21119.0	630.0	18.0	0.0	6.0	4.0	1
3589_4_amp_27	3589_4	27.0	28.0	Ic_34_23503C00043.1	Ic	I	34_23503C00043.1	18775.0	630.0	18.0	0.0	6.0	4.0	1
3589_4_amp_28	3589_4	28.0	28.0	I_3_22829C00487.2	I	I	3_22829C00487.2	2901.0	630.0	18.0	0.0	6.0	4.0	1
3589_7_amp_1	3589_7	1.0	14.0	I_1_22555C00002.1	I	I	1_22555C00002.1	350552.0	562.0	14.0	0.0	0.0	0.0	0
3589_7_amp_2	3589_7	2.0	14.0	I_2_22603C00107.1	I	I	2_22603C00107.1	9225.0	562.0	14.0	0.0	0.0	0.0	0
3589_7_amp_3	3589_7	3.0	14.0	I_35_18770C00001.1	I	I	35_18770C00001.1	382822.0	562.0	14.0	0.0	0.0	0.0	0
3589_7_amp_4	3589_7	4.0	14.0	I_38_22827C00015.1	I	I	38_22827C00015.1	1231.0	562.0	14.0	0.0	0.0	0.0	0
3589_7_amp_5	3589_7	5.0	14.0	I_4_22608C00023.1	I	I	4_22608C00023.1	68860.0	562.0	14.0	0.0	0.0	0.0	0
3589_7_amp_6	3589_7	6.0	14.0	I_6_22825C00330.1	I	I	6_22825C00330.1	4763.0	562.0	14.0	0.0	0.0	0.0	0
3589_7_amp_7	3589_7	7.0	14.0	Ia_21_284.1	Ia	I	21_284.1	1230135.0	562.0	14.0	0.0	0.0	0.0	0
3589_7_amp_8	3589_7	8.0	14.0	Ia_24_14478C00010.1	Ia	I	24_14478C00010.1	7318.0	562.0	14.0	0.0	0.0	0.0	0
3589_7_amp_9	3589_7	9.0	14.0	Ia_25_17329C00195.1	Ia	I	25_17329C00195.1	7324.0	562.0	14.0	0.0	0.0	0.0	0
3589_7_amp_10	3589_7	10.0	14.0	Ia_26_17150C00181.1	Ia	I	26_17150C00181.1	7325.0	562.0	14.0	0.0	0.0	0.0	0
3589_7_amp_11	3589_7	11.0	14.0	Ia_27_19479C00004.1	Ia	I	27_19479C00004.1	25740.0	562.0	14.0	0.0	0.0	0.0	0
3589_7_amp_12	3589_7	12.0	14.0	Ia_29_19480C00008.1	Ia	I	29_19480C00008.1	211706.0	562.0	14.0	0.0	0.0	0.0	0
3589_7_amp_13	3589_7	13.0	14.0	Ia_30_6268C00063.1	Ia	I	30_6268C00063.1	108833.0	562.0	14.0	0.0	0.0	0.0	0
3589_7_amp_14	3589_7	14.0	14.0	Ia_31_6270C00008.1	Ia	I	31_6270C00008.1	93075.0	562.0	14.0	0.0	0.0	0.0	0
3589_9_amp_1	3589_9	1.0	8.0	III_12_6265C00050.1	III	III	12_6265C00050.1	19815.0	341.0	7.0	0.0	1.0	0.0	0
3589_9_amp_2	3589_9	2.0	8.0	I_1_22555C00002.1	I	I	1_22555C00002.1	350935.0	341.0	7.0	0.0	1.0	0.0	0
3589_9_amp_3	3589_9	3.0	8.0	I_35_18770C00001.1	I	I	35_18770C00001.1	383205.0	341.0	7.0	0.0	1.0	0.0	0
3589_9_amp_4	3589_9	4.0	8.0	I_4_22608C00023.1	I	I	4_22608C00023.1	69243.0	341.0	7.0	0.0	1.0	0.0	0
3589_9_amp_5	3589_9	5.0	8.0	Ia_24_14478C00010.1	Ia	I	24_14478C00010.1	7156.0	341.0	7.0	0.0	1.0	0.0	0
3589_9_amp_6	3589_9	6.0	8.0	Ia_25_17329C00195.1	Ia	I	25_17329C00195.1	7162.0	341.0	7.0	0.0	1.0	0.0	0
3589_9_amp_7	3589_9	7.0	8.0	Ia_26_17150C00181.1	Ia	I	26_17150C00181.1	7163.0	341.0	7.0	0.0	1.0	0.0	0
3589_9_amp_8	3589_9	8.0	8.0	Ia_30_6268C00063.1	Ia	I	30_6268C00063.1	108671.0	341.0	7.0	0.0	1.0	0.0	0
3589_11_amp_1	3589_11	1.0	9.0	III_11_6264C00010.1	III	III	11_6264C00010.1	30476.0	596.0	1.0	0.0	8.0	0.0	0
3589_11_amp_2	3589_11	2.0	9.0	III_13_6010C00010.1	III	III	13_6010C00010.1	154275.0	596.0	1.0	0.0	8.0	0.0	0
3589_11_amp_3	3589_11	3.0	9.0	III_14_1121.1	III	III	14_1121.1	7286854.0	596.0	1.0	0.0	8.0	0.0	0
3589_11_amp_4	3589_11	4.0	9.0	III_15_10759C00283.1	III	III	15_10759C00283.1	7084.0	596.0	1.0	0.0	8.0	0.0	0
3589_11_amp_5	3589_11	5.0	9.0	III_36_22311C00001.1	III	III	36_22311C00001.1	174417.0	596.0	1.0	0.0	8.0	0.0	0
3589_11_amp_6	3589_11	6.0	9.0	III_37_9940C00365.1	III	III	37_9940C00365.1	39722.0	596.0	1.0	0.0	8.0	0.0	0
3589_11_amp_7	3589_11	7.0	9.0	III_40_23543C00108.1	III	III	40_23543C00108.1	386247.0	596.0	1.0	0.0	8.0	0.0	0
3589_11_amp_8	3589_11	8.0	9.0	III_41_22826C00714.1	III	III	41_22826C00714.1	2177.0	596.0	1.0	0.0	8.0	0.0	0
3589_11_amp_9	3589_11	9.0	9.0	I_3_22829C00487.2	I	I	3_22829C00487.2	3047.0	596.0	1.0	0.0	8.0	0.0	0
3589_16_amp_1	3589_16	1.0	10.0	III_12_6265C00050.1	III	III	12_6265C00050.1	19495.0	340.0	7.0	2.0	1.0	0.0	0
3589_16_amp_2	3589_16	2.0	10.0	II_10_6272C00029.1	II	II	10_6272C00029.1	200285.0	340.0	7.0	2.0	1.0	0.0	0
3589_16_amp_3	3589_16	3.0	10.0	II_9_2088.2	II	II	9_2088.2	4567246.0	340.0	7.0	2.0	1.0	0.0	0
3589_16_amp_4	3589_16	4.0	10.0	I_1_22555C00002.1	I	I	1_22555C00002.1	350615.0	340.0	7.0	2.0	1.0	0.0	0
3589_16_amp_5	3589_16	5.0	10.0	I_35_18770C00001.1	I	I	35_18770C00001.1	382885.0	340.0	7.0	2.0	1.0	0.0	0
3589_16_amp_6	3589_16	6.0	10.0	I_4_22608C00023.1	I	I	4_22608C00023.1	68923.0	340.0	7.0	2.0	1.0	0.0	0
3589_16_amp_7	3589_16	7.0	10.0	Ia_24_14478C00010.1	Ia	I	24_14478C00010.1	7477.0	340.0	7.0	2.0	1.0	0.0	0
3589_16_amp_8	3589_16	8.0	10.0	Ia_25_17329C00195.1	Ia	I	25_17329C00195.1	7483.0	340.0	7.0	2.0	1.0	0.0	0
3589_16_amp_9	3589_16	9.0	10.0	Ia_26_17150C00181.1	Ia	I	26_17150C00181.1	7484.0	340.0	7.0	2.0	1.0	0.0	0
3589_16_amp_10	3589_16	10.0	10.0	Ia_30_6268C00063.1	Ia	I	30_6268C00063.1	108992.0	340.0	7.0	2.0	1.0	0.0	0
3589_19_amp_1	3589_19	1.0	7.0	IV_16_6263.1	IV	IV	16_6263.1	7596001.0	409.0	2.0	0.0	0.0	5.0	0
3589_19_amp_2	3589_19	2.0	7.0	IV_20_6269C00009.1	IV	IV	20_6269C00009.1	549905.0	409.0	2.0	0.0	0.0	5.0	0
3589_19_amp_3	3589_19	3.0	7.0	IV_39_21414C00254.1	IV	IV	39_21414C00254.1	27372.0	409.0	2.0	0.0	0.0	5.0	0
3589_19_amp_4	3589_19	4.0	7.0	IV_7_22597C00076.1	IV	IV	7_22597C00076.1	3357.0	409.0	2.0	0.0	0.0	5.0	0
3589_19_amp_5	3589_19	5.0	7.0	IV_8_22598C00061.1	IV	IV	8_22598C00061.1	7589.0	409.0	2.0	0.0	0.0	5.0	0
3589_19_amp_6	3589_19	6.0	7.0	Ia_21_284.1	Ia	I	21_284.1	1230168.0	409.0	2.0	0.0	0.0	5.0	0
3589_19_amp_7	3589_19	7.0	7.0	Ia_29_19480C00008.1	Ia	I	29_19480C00008.1	211826.0	409.0	2.0	0.0	0.0	5.0	0
314_4_amp_1	314_4	1.0	5.0	IV_16_6263.1	IV	IV	16_6263.1	1409257.0	309.0	1.0	0.0	0.0	4.0	0
314_4_amp_2	314_4	2.0	5.0	IV_39_21414C00234.1	IV	IV	39_21414C00234.1	10635.0	309.0	1.0	0.0	0.0	4.0	0
314_4_amp_3	314_4	3.0	5.0	IV_7_22597C00332.1	IV	IV	7_22597C00332.1	7740.0	309.0	1.0	0.0	0.0	4.0	0
314_4_amp_4	314_4	4.0	5.0	IV_8_22598C00166.1	IV	IV	8_22598C00166.1	54290.0	309.0	1.0	0.0	0.0	4.0	0
314_4_amp_5	314_4	5.0	5.0	I_2_22603C00079.1	I	I	2_22603C00079.1	16544.0	309.0	1.0	0.0	0.0	4.0	0
314_6_amp_1	314_6	1.0	12.0	III_13_6010C00001.1	III	III	13_6010C00001.1	1412553.0	520.0	4.0	0.0	6.0	2.0	0
314_6_amp_2	314_6	2.0	12.0	III_14_1121.1	III	III	14_1121.1	1438228.0	520.0	4.0	0.0	6.0	2.0	0
314_6_amp_3	314_6	3.0	12.0	III_15_10759C00199.1	III	III	15_10759C00199.1	8395.0	520.0	4.0	0.0	6.0	2.0	0
314_6_amp_4	314_6	4.0	12.0	III_36_22311C00007.1	III	III	36_22311C00007.1	18257.0	520.0	4.0	0.0	6.0	2.0	0
314_6_amp_5	314_6	5.0	12.0	III_37_9940C00420.1	III	III	37_9940C00420.1	1348.0	520.0	4.0	0.0	6.0	2.0	0
314_6_amp_6	314_6	6.0	12.0	III_41_22826C00694.1	III	III	41_22826C00694.1	1901.0	520.0	4.0	0.0	6.0	2.0	0
314_6_amp_7	314_6	7.0	12.0	IV_17_22599C00100.1	IV	IV	17_22599C00100.1	20141.0	520.0	4.0	0.0	6.0	2.0	0
314_6_amp_8	314_6	8.0	12.0	IV_18_22602C00600.1	IV	IV	18_22602C00600.1	7681.0	520.0	4.0	0.0	6.0	2.0	0
314_6_amp_9	314_6	9.0	12.0	I_4_22608C00096.1	I	I	4_22608C00096.1	9544.0	520.0	4.0	0.0	6.0	2.0	0
314_6_amp_10	314_6	10.0	12.0	Ia_24_14478C00001.1	Ia	I	24_14478C00001.1	2288.0	520.0	4.0	0.0	6.0	2.0	0
314_6_amp_11	314_6	11.0	12.0	Ia_25_17329C00183.1	Ia	I	25_17329C00183.1	2270.0	520.0	4.0	0.0	6.0	2.0	0
314_6_amp_12	314_6	12.0	12.0	Ia_26_17150C00169.1	Ia	I	26_17150C00169.1	2400.0	520.0	4.0	0.0	6.0	2.0	0
314_8_amp_1	314_8	1.0	12.0	III_12_6265C00011.1	III	III	12_6265C00011.1	166677.0	436.0	4.0	0.0	8.0	0.0	0
314_8_amp_2	314_8	2.0	12.0	III_13_6010C00001.1	III	III	13_6010C00001.1	1412136.0	436.0	4.0	0.0	8.0	0.0	0
314_8_amp_3	314_8	3.0	12.0	III_14_1121.1	III	III	14_1121.1	1438729.0	436.0	4.0	0.0	8.0	0.0	0
314_8_amp_4	314_8	4.0	12.0	III_15_10759C00199.1	III	III	15_10759C00199.1	7978.0	436.0	4.0	0.0	8.0	0.0	0
314_8_amp_5	314_8	5.0	12.0	III_36_22311C00007.1	III	III	36_22311C00007.1	17840.0	436.0	4.0	0.0	8.0	0.0	0
314_8_amp_6	314_8	6.0	12.0	III_37_9940C00420.1	III	III	37_9940C00420.1	931.0	436.0	4.0	0.0	8.0	0.0	0
314_8_amp_7	314_8	7.0	12.0	III_40_23543C00025.1	III	III	40_23543C00025.1	149442.0	436.0	4.0	0.0	8.0	0.0	0
314_8_amp_8	314_8	8.0	12.0	III_41_22826C00694.1	III	III	41_22826C00694.1	2402.0	436.0	4.0	0.0	8.0	0.0	0
314_8_amp_9	314_8	9.0	12.0	I_4_22608C00096.1	I	I	4_22608C00096.1	10045.0	436.0	4.0	0.0	8.0	0.0	0
314_8_amp_10	314_8	10.0	12.0	Ia_24_14478C00001.1	Ia	I	24_14478C00001.1	1871.0	436.0	4.0	0.0	8.0	0.0	0
314_8_amp_11	314_8	11.0	12.0	Ia_25_17329C00183.1	Ia	I	25_17329C00183.1	1853.0	436.0	4.0	0.0	8.0	0.0	0
314_8_amp_12	314_8	12.0	12.0	Ia_26_17150C00169.1	Ia	I	26_17150C00169.1	1983.0	436.0	4.0	0.0	8.0	0.0	0
314_10_amp_1	314_10	1.0	7.0	I_6_22825C00478.1	I	I	6_22825C00478.1	724.0	563.0	7.0	0.0	0.0	0.0	0
314_10_amp_2	314_10	2.0	7.0	Ia_21_284.1	Ia	I	21_284.1	6211960.0	563.0	7.0	0.0	0.0	0.0	0
314_10_amp_3	314_10	3.0	7.0	Ia_23_10528C00003.1	Ia	I	23_10528C00003.1	100910.0	563.0	7.0	0.0	0.0	0.0	0
314_10_amp_4	314_10	4.0	7.0	Ia_27_19479C00014.1	Ia	I	27_19479C00014.1	37934.0	563.0	7.0	0.0	0.0	0.0	0
314_10_amp_5	314_10	5.0	7.0	Ia_29_19480C00005.1	Ia	I	29_19480C00005.1	144991.0	563.0	7.0	0.0	0.0	0.0	0
314_10_amp_6	314_10	6.0	7.0	Ia_30_6268C00100.1	Ia	I	30_6268C00100.1	715.0	563.0	7.0	0.0	0.0	0.0	0
314_10_amp_7	314_10	7.0	7.0	Ia_31_6270C00005.1	Ia	I	31_6270C00005.1	174360.0	563.0	7.0	0.0	0.0	0.0	0
314_11_amp_1	314_11	1.0	7.0	I_38_22827C00211.1	I	I	38_22827C00211.1	9361.0	609.0	7.0	0.0	0.0	0.0	0
314_11_amp_2	314_11	2.0	7.0	I_6_22825C00478.1	I	I	6_22825C00478.1	315.0	609.0	7.0	0.0	0.0	0.0	0
314_11_amp_3	314_11	3.0	7.0	Ia_22_14731C00129.1	Ia	I	22_14731C00129.1	7627.0	609.0	7.0	0.0	0.0	0.0	0
314_11_amp_4	314_11	4.0	7.0	Ia_27_19479C00014.1	Ia	I	27_19479C00014.1	37525.0	609.0	7.0	0.0	0.0	0.0	0
314_11_amp_5	314_11	5.0	7.0	Ia_28_14556C00008.1	Ia	I	28_14556C00008.1	18767.0	609.0	7.0	0.0	0.0	0.0	0
314_11_amp_6	314_11	6.0	7.0	Ia_30_6268C00100.1	Ia	I	30_6268C00100.1	306.0	609.0	7.0	0.0	0.0	0.0	0
314_11_amp_7	314_11	7.0	7.0	Ia_31_6270C00005.1	Ia	I	31_6270C00005.1	174723.0	609.0	7.0	0.0	0.0	0.0	0
314_12_amp_1	314_12	1.0	10.0	IV_16_6263.1	IV	IV	16_6263.1	1409541.0	687.0	6.0	0.0	0.0	4.0	0
314_12_amp_2	314_12	2.0	10.0	IV_39_21414C00234.1	IV	IV	39_21414C00234.1	9973.0	687.0	6.0	0.0	0.0	4.0	0
314_12_amp_3	314_12	3.0	10.0	IV_7_22597C00332.1	IV	IV	7_22597C00332.1	8024.0	687.0	6.0	0.0	0.0	4.0	0
314_12_amp_4	314_12	4.0	10.0	IV_8_22598C00166.1	IV	IV	8_22598C00166.1	54574.0	687.0	6.0	0.0	0.0	4.0	0
314_12_amp_5	314_12	5.0	10.0	I_1_22555C00008.1	I	I	1_22555C00008.1	136784.0	687.0	6.0	0.0	0.0	4.0	0
314_12_amp_6	314_12	6.0	10.0	I_35_18770C00003.1	I	I	35_18770C00003.1	136776.0	687.0	6.0	0.0	0.0	4.0	0
314_12_amp_7	314_12	7.0	10.0	I_4_22608C00096.1	I	I	4_22608C00096.1	9585.0	687.0	6.0	0.0	0.0	4.0	0
314_12_amp_8	314_12	8.0	10.0	Ia_24_14478C00001.1	Ia	I	24_14478C00001.1	2080.0	687.0	6.0	0.0	0.0	4.0	0
314_12_amp_9	314_12	9.0	10.0	Ia_25_17329C00183.1	Ia	I	25_17329C00183.1	2062.0	687.0	6.0	0.0	0.0	4.0	0
314_12_amp_10	314_12	10.0	10.0	Ia_26_17150C00169.1	Ia	I	26_17150C00169.1	2192.0	687.0	6.0	0.0	0.0	4.0	0
314_14_amp_1	314_14	1.0	8.0	III_11_6264C00009.1	III	III	11_6264C00009.1	156471.0	487.0	7.0	0.0	1.0	0.0	0
314_14_amp_2	314_14	2.0	8.0	I_1_22555C00008.1	I	I	1_22555C00008.1	136980.0	487.0	7.0	0.0	1.0	0.0	0
314_14_amp_3	314_14	3.0	8.0	I_35_18770C00003.1	I	I	35_18770C00003.1	136972.0	487.0	7.0	0.0	1.0	0.0	0
314_14_amp_4	314_14	4.0	8.0	I_38_22827C00211.1	I	I	38_22827C00211.1	9843.0	487.0	7.0	0.0	1.0	0.0	0
314_14_amp_5	314_14	5.0	8.0	I_4_22608C00096.1	I	I	4_22608C00096.1	9781.0	487.0	7.0	0.0	1.0	0.0	0
314_14_amp_6	314_14	6.0	8.0	Ia_24_14478C00001.1	Ia	I	24_14478C00001.1	2084.0	487.0	7.0	0.0	1.0	0.0	0
314_14_amp_7	314_14	7.0	8.0	Ia_25_17329C00183.1	Ia	I	25_17329C00183.1	2066.0	487.0	7.0	0.0	1.0	0.0	0
314_14_amp_8	314_14	8.0	8.0	Ia_26_17150C00169.1	Ia	I	26_17150C00169.1	2196.0	487.0	7.0	0.0	1.0	0.0	0
314_16_amp_1	314_16	1.0	10.0	IV_16_6263.1	IV	IV	16_6263.1	1409548.0	677.0	6.0	0.0	0.0	4.0	0
314_16_amp_2	314_16	2.0	10.0	IV_39_21414C00234.1	IV	IV	39_21414C00234.1	9976.0	677.0	6.0	0.0	0.0	4.0	0
314_16_amp_3	314_16	3.0	10.0	IV_7_22597C00332.1	IV	IV	7_22597C00332.1	8031.0	677.0	6.0	0.0	0.0	4.0	0
314_16_amp_4	314_16	4.0	10.0	IV_8_22598C00166.1	IV	IV	8_22598C00166.1	54581.0	677.0	6.0	0.0	0.0	4.0	0
314_16_amp_5	314_16	5.0	10.0	I_1_22555C00008.1	I	I	1_22555C00008.1	136791.0	677.0	6.0	0.0	0.0	4.0	0
314_16_amp_6	314_16	6.0	10.0	I_35_18770C00003.1	I	I	35_18770C00003.1	136783.0	677.0	6.0	0.0	0.0	4.0	0
314_16_amp_7	314_16	7.0	10.0	I_4_22608C00096.1	I	I	4_22608C00096.1	9592.0	677.0	6.0	0.0	0.0	4.0	0
314_16_amp_8	314_16	8.0	10.0	Ia_24_14478C00001.1	Ia	I	24_14478C00001.1	2083.0	677.0	6.0	0.0	0.0	4.0	0
314_16_amp_9	314_16	9.0	10.0	Ia_25_17329C00183.1	Ia	I	25_17329C00183.1	2065.0	677.0	6.0	0.0	0.0	4.0	0
314_16_amp_10	314_16	10.0	10.0	Ia_26_17150C00169.1	Ia	I	26_17150C00169.1	2195.0	677.0	6.0	0.0	0.0	4.0	0
314_17_amp_1	314_17	1.0	11.0	I_1_22555C00008.1	I	I	1_22555C00008.1	136731.0	412.0	11.0	0.0	0.0	0.0	0
314_17_amp_2	314_17	2.0	11.0	I_35_18770C00003.1	I	I	35_18770C00003.1	136723.0	412.0	11.0	0.0	0.0	0.0	0
314_17_amp_3	314_17	3.0	11.0	I_4_22608C00096.1	I	I	4_22608C00096.1	9532.0	412.0	11.0	0.0	0.0	0.0	0
314_17_amp_4	314_17	4.0	11.0	Ia_21_284.1	Ia	I	21_284.1	6212287.0	412.0	11.0	0.0	0.0	0.0	0
314_17_amp_5	314_17	5.0	11.0	Ia_24_14478C00001.1	Ia	I	24_14478C00001.1	2408.0	412.0	11.0	0.0	0.0	0.0	0
314_17_amp_6	314_17	6.0	11.0	Ia_25_17329C00183.1	Ia	I	25_17329C00183.1	2390.0	412.0	11.0	0.0	0.0	0.0	0
314_17_amp_7	314_17	7.0	11.0	Ia_26_17150C00169.1	Ia	I	26_17150C00169.1	2520.0	412.0	11.0	0.0	0.0	0.0	0
314_17_amp_8	314_17	8.0	11.0	Ia_27_19479C00014.1	Ia	I	27_19479C00014.1	37758.0	412.0	11.0	0.0	0.0	0.0	0
314_17_amp_9	314_17	9.0	11.0	Ia_29_19480C00005.1	Ia	I	29_19480C00005.1	144815.0	412.0	11.0	0.0	0.0	0.0	0
314_17_amp_10	314_17	10.0	11.0	Ia_30_6268C00100.1	Ia	I	30_6268C00100.1	539.0	412.0	11.0	0.0	0.0	0.0	0
314_17_amp_11	314_17	11.0	11.0	Ia_31_6270C00005.1	Ia	I	31_6270C00005.1	174687.0	412.0	11.0	0.0	0.0	0.0	0
599_1_amp_1	599_1	1.0	8.0	III_14_1121.1	III	III	14_1121.1	7985103.0	461.0	0.0	0.0	3.0	5.0	0
599_1_amp_2	599_1	2.0	8.0	III_36_22311C00048.1	III	III	36_22311C00048.1	44555.0	461.0	0.0	0.0	3.0	5.0	0
599_1_amp_3	599_1	3.0	8.0	III_37_9940C00624.1	III	III	37_9940C00624.1	2195.0	461.0	0.0	0.0	3.0	5.0	0
599_1_amp_4	599_1	4.0	8.0	IV_16_6263.1	IV	IV	16_6263.1	8390128.0	461.0	0.0	0.0	3.0	5.0	0
599_1_amp_5	599_1	5.0	8.0	IV_20_6269C00008.1	IV	IV	20_6269C00008.1	1304265.0	461.0	0.0	0.0	3.0	5.0	0
599_1_amp_6	599_1	6.0	8.0	IV_39_21414C00240.1	IV	IV	39_21414C00240.1	28382.0	461.0	0.0	0.0	3.0	5.0	0
599_1_amp_7	599_1	7.0	8.0	IV_7_22597C00017.1	IV	IV	7_22597C00017.1	773.0	461.0	0.0	0.0	3.0	5.0	0
599_1_amp_8	599_1	8.0	8.0	IV_8_22598C00109.1	IV	IV	8_22598C00109.1	15085.0	461.0	0.0	0.0	3.0	5.0	0
599_3_amp_1	599_3	1.0	19.0	III_11_6264C00004.1	III	III	11_6264C00004.1	201557.0	312.0	10.0	0.0	9.0	0.0	0
599_3_amp_2	599_3	2.0	19.0	III_12_6265C00006.1	III	III	12_6265C00006.1	28996.0	312.0	10.0	0.0	9.0	0.0	0
599_3_amp_3	599_3	3.0	19.0	III_13_6010C00005.1	III	III	13_6010C00005.1	610195.0	312.0	10.0	0.0	9.0	0.0	0
599_3_amp_4	599_3	4.0	19.0	III_14_1121.1	III	III	14_1121.1	7985211.0	312.0	10.0	0.0	9.0	0.0	0
599_3_amp_5	599_3	5.0	19.0	III_15_10759C00357.1	III	III	15_10759C00357.1	29320.0	312.0	10.0	0.0	9.0	0.0	0
599_3_amp_6	599_3	6.0	19.0	III_36_22311C00048.1	III	III	36_22311C00048.1	44663.0	312.0	10.0	0.0	9.0	0.0	0
599_3_amp_7	599_3	7.0	19.0	III_37_9940C00624.1	III	III	37_9940C00624.1	2236.0	312.0	10.0	0.0	9.0	0.0	0
599_3_amp_8	599_3	8.0	19.0	III_40_23543C00003.1	III	III	40_23543C00003.1	186873.0	312.0	10.0	0.0	9.0	0.0	0
599_3_amp_9	599_3	9.0	19.0	III_41_22826C00230.1	III	III	41_22826C00230.1	754.0	312.0	10.0	0.0	9.0	0.0	0
599_3_amp_10	599_3	10.0	19.0	I_1_22555C00005.1	I	I	1_22555C00005.1	128469.0	312.0	10.0	0.0	9.0	0.0	0
599_3_amp_11	599_3	11.0	19.0	I_2_22603C00028.1	I	I	2_22603C00028.1	9755.0	312.0	10.0	0.0	9.0	0.0	0
599_3_amp_12	599_3	12.0	19.0	I_35_18770C00010.1	I	I	35_18770C00010.1	178154.0	312.0	10.0	0.0	9.0	0.0	0
599_3_amp_13	599_3	13.0	19.0	I_38_22827C00283.1	I	I	38_22827C00283.1	11428.0	312.0	10.0	0.0	9.0	0.0	0
599_3_amp_14	599_3	14.0	19.0	I_4_22608C00028.1	I	I	4_22608C00028.1	66120.0	312.0	10.0	0.0	9.0	0.0	0
599_3_amp_15	599_3	15.0	19.0	I_5_22828C00008.2	I	I	5_22828C00008.2	34038.0	312.0	10.0	0.0	9.0	0.0	0
599_3_amp_16	599_3	16.0	19.0	Ia_23_10528C00316.1	Ia	I	23_10528C00316.1	3565.0	312.0	10.0	0.0	9.0	0.0	0
599_3_amp_17	599_3	17.0	19.0	Ia_24_14478C00398.1	Ia	I	24_14478C00398.1	749.0	312.0	10.0	0.0	9.0	0.0	0
599_3_amp_18	599_3	18.0	19.0	Ia_25_17329C00029.1	Ia	I	25_17329C00029.1	9911.0	312.0	10.0	0.0	9.0	0.0	0
599_3_amp_19	599_3	19.0	19.0	Ia_26_17150C00030.1	Ia	I	26_17150C00030.1	9781.0	312.0	10.0	0.0	9.0	0.0	0
599_4_amp_1	599_4	1.0	19.0	III_11_6264C00004.1	III	III	11_6264C00004.1	201556.0	312.0	10.0	0.0	9.0	0.0	0
599_4_amp_2	599_4	2.0	19.0	III_12_6265C00006.1	III	III	12_6265C00006.1	28997.0	312.0	10.0	0.0	9.0	0.0	0
599_4_amp_3	599_4	3.0	19.0	III_13_6010C00005.1	III	III	13_6010C00005.1	610194.0	312.0	10.0	0.0	9.0	0.0	0
599_4_amp_4	599_4	4.0	19.0	III_14_1121.1	III	III	14_1121.1	7985210.0	312.0	10.0	0.0	9.0	0.0	0
599_4_amp_5	599_4	5.0	19.0	III_15_10759C00357.1	III	III	15_10759C00357.1	29321.0	312.0	10.0	0.0	9.0	0.0	0
599_4_amp_6	599_4	6.0	19.0	III_36_22311C00048.1	III	III	36_22311C00048.1	44662.0	312.0	10.0	0.0	9.0	0.0	0
599_4_amp_7	599_4	7.0	19.0	III_37_9940C00624.1	III	III	37_9940C00624.1	2237.0	312.0	10.0	0.0	9.0	0.0	0
599_4_amp_8	599_4	8.0	19.0	III_40_23543C00003.1	III	III	40_23543C00003.1	186872.0	312.0	10.0	0.0	9.0	0.0	0
599_4_amp_9	599_4	9.0	19.0	III_41_22826C00230.1	III	III	41_22826C00230.1	755.0	312.0	10.0	0.0	9.0	0.0	0
599_4_amp_10	599_4	10.0	19.0	I_1_22555C00005.1	I	I	1_22555C00005.1	128470.0	312.0	10.0	0.0	9.0	0.0	0
599_4_amp_11	599_4	11.0	19.0	I_2_22603C00028.1	I	I	2_22603C00028.1	9754.0	312.0	10.0	0.0	9.0	0.0	0
599_4_amp_12	599_4	12.0	19.0	I_35_18770C00010.1	I	I	35_18770C00010.1	178153.0	312.0	10.0	0.0	9.0	0.0	0
599_4_amp_13	599_4	13.0	19.0	I_38_22827C00283.1	I	I	38_22827C00283.1	11429.0	312.0	10.0	0.0	9.0	0.0	0
599_4_amp_14	599_4	14.0	19.0	I_4_22608C00028.1	I	I	4_22608C00028.1	66119.0	312.0	10.0	0.0	9.0	0.0	0
599_4_amp_15	599_4	15.0	19.0	I_5_22828C00008.2	I	I	5_22828C00008.2	34037.0	312.0	10.0	0.0	9.0	0.0	0
599_4_amp_16	599_4	16.0	19.0	Ia_23_10528C00316.1	Ia	I	23_10528C00316.1	3564.0	312.0	10.0	0.0	9.0	0.0	0
599_4_amp_17	599_4	17.0	19.0	Ia_24_14478C00398.1	Ia	I	24_14478C00398.1	750.0	312.0	10.0	0.0	9.0	0.0	0
599_4_amp_18	599_4	18.0	19.0	Ia_25_17329C00029.1	Ia	I	25_17329C00029.1	9912.0	312.0	10.0	0.0	9.0	0.0	0
599_4_amp_19	599_4	19.0	19.0	Ia_26_17150C00030.1	Ia	I	26_17150C00030.1	9782.0	312.0	10.0	0.0	9.0	0.0	0
599_5_amp_1	599_5	1.0	2.0	IV_17_22599C00053.1	IV	IV	17_22599C00053.1	16874.0	417.0	0.0	0.0	0.0	2.0	0
