AmpId	SequenceId	PositionInSequence	Length
167303_7_amp_14	Ia_23_10528C00044.1	17262	606
167303_7_amp_15	Ia_24_14478C00044.1	22562	606
167303_7_amp_16	Ia_25_17329C00083.1	652	606
167303_7_amp_17	Ia_26_17150C00198.1	643	606
167303_7_amp_18	Ia_27_19479C00018.1	39425	606
167303_7_amp_19	Ia_28_14556C00297.1	601	606
167303_7_amp_20	Ia_29_19480C00002.1	271014	606
167303_7_amp_21	Ia_30_6268C00075.1	109489	606
167303_7_amp_22	Ia_31_6270C00075.1	5084	606
167303_7_amp_23	I_3_22829C00205.2	1370	606
167303_10_amp_1	I_1_22555C00005.1	190521	668
167303_10_amp_2	I_2_22603C00138.1	8368	668
167303_10_amp_3	I_35_18770C00010.1	115654	668
167303_10_amp_4	I_38_22827C00285.1	25264	668
167303_10_amp_5	I_4_22608C00028.1	2046	668
167303_10_amp_6	I_5_22828C00013.2	24350	668
167303_10_amp_7	I_6_22825C00030.1	25454	668
167303_10_amp_8	Ia_21_284.1	701945	668
167303_10_amp_9	Ia_22_14731C00304.1	540	668
167303_10_amp_10	Ia_24_14478C00044.1	22563	668
167303_10_amp_11	Ia_25_17329C00083.1	589	668
167303_10_amp_12	Ia_26_17150C00198.1	580	668
167303_10_amp_13	Ia_27_19479C00018.1	39362	668
167303_10_amp_14	Ia_28_14556C00297.1	538	668
167303_10_amp_15	Ia_29_19480C00002.1	270951	668
167303_10_amp_16	Ia_30_6268C00075.1	109490	668
167303_10_amp_17	Ia_31_6270C00075.1	5085	668
167303_10_amp_18	I_3_22829C00205.2	1307	668
167303_13_amp_1	III_11_6264C00004.1	166309	618
167303_13_amp_2	III_12_6265C00006.1	64473	618
167303_13_amp_3	III_14_1121.1	7942356	618
167303_13_amp_4	III_36_22311C00048.1	30537	618
167303_13_amp_5	III_37_9940C00214.1	4797	618
167303_13_amp_6	III_40_23543C00003.1	148071	618
167303_13_amp_7	III_41_22826C00823.1	1338	618
167303_13_amp_8	I_6_22825C00030.1	25505	618
167303_13_amp_9	Ia_21_284.1	701944	618
167303_13_amp_10	Ia_22_14731C00304.1	539	618
167303_13_amp_11	Ia_24_14478C00044.1	22614	618
167303_13_amp_12	Ia_25_17329C00083.1	588	618
167303_13_amp_13	Ia_26_17150C00198.1	579	618
167303_13_amp_14	Ia_27_19479C00018.1	39361	618
167303_13_amp_15	Ia_28_14556C00297.1	537	618
167303_13_amp_16	Ia_29_19480C00002.1	270950	618
167303_13_amp_17	Ia_30_6268C00075.1	109541	618
167303_13_amp_18	Ia_31_6270C00075.1	5136	618
75553_5_amp_1	Ia_22_14731C00022.1	758	392
75553_5_amp_2	Ia_28_14556C00047.1	834	392
75553_5_amp_3	Ia_30_6268C00053.1	138826	392
75553_10_amp_1	III_11_6264C00002.1	456720	442
75553_10_amp_2	III_14_1121.1	6332685	442
75553_10_amp_3	III_36_22311C00078.1	14149	442
75553_10_amp_4	III_37_9940C00304.1	3685	442
75553_10_amp_5	III_41_22826C00565.1	760	442
75553_10_amp_6	Ia_22_14731C00022.1	524	442
75553_10_amp_7	Ia_28_14556C00047.1	600	442
75553_13_amp_1	IV_17_22599C00362.1	42687	606
75553_13_amp_2	IV_18_22602C00842.1	3484	606
75553_13_amp_3	IV_19_6271C00001.1	6840083	606
75553_13_amp_4	I_38_22827C00033.1	27522	606
75553_13_amp_5	I_6_22825C00452.1	429	606
75553_13_amp_6	Ia_21_284.1	2083175	606
75553_13_amp_7	Ia_23_10528C00074.1	22570	606
75553_13_amp_8	Ia_27_19479C00008.1	26057	606
75553_13_amp_9	Ia_29_19480C00017.1	12104	606
75553_13_amp_10	Ia_30_6268C00053.1	139012	606
75553_13_amp_11	Ia_31_6270C00001.1	124313	606
75553_14_amp_1	I_38_22827C00033.1	27923	400
75553_14_amp_2	Ia_22_14731C00022.1	759	400
75553_14_amp_3	Ia_28_14556C00047.1	835	400
75553_14_amp_4	Ia_30_6268C00053.1	138817	400
75553_15	No amplification
152865_1_amp_1	I_1_22555C00003.1	180490	688
152865_1_amp_2	I_2_22603C00015.1	65679	688
152865_1_amp_3	I_35_18770C00016.1	4963	688
152865_1_amp_4	I_38_22827C00315.1	24704	688
152865_1_amp_5	I_4_22608C00039.1	7801	688
152865_1_amp_6	Ia_22_14731C00234.1	1888	688
152865_1_amp_7	Ia_24_14478C00129.1	4860	688
152865_1_amp_8	Ia_25_17329C00227.1	15188	688
152865_1_amp_9	Ia_26_17150C00207.1	15250	688
152865_1_amp_10	I_3_22829C00968.2	987	688
152865_3_amp_1	III_11_6264C00008.1	238429	686
152865_3_amp_2	I_1_22555C00003.1	180491	686
152865_3_amp_3	I_2_22603C00015.1	65680	686
152865_3_amp_4	I_35_18770C00016.1	4964	686
152865_3_amp_5	I_38_22827C00315.1	24705	686
152865_3_amp_6	I_4_22608C00039.1	7802	686
152865_3_amp_7	I_6_22825C00750.1	1111	686
152865_3_amp_8	Ia_22_14731C00234.1	1889	686
152865_3_amp_9	Ia_23_10528C00007.1	12349	686
152865_3_amp_10	Ia_24_14478C00129.1	4861	686
152865_3_amp_11	Ia_25_17329C00227.1	15189	686
152865_3_amp_12	Ia_26_17150C00207.1	15251	686
152865_3_amp_13	Ia_27_19479C00001.1	232264	686
152865_3_amp_14	Ia_30_6268C00080.1	4383	686
152865_3_amp_15	Ia_31_6270C00019.1	10110	686
152865_3_amp_16	I_3_22829C00968.2	988	686
152865_4_amp_1	III_11_6264C00008.1	238426	672
152865_4_amp_2	III_14_1121.1	8916168	672
152865_4_amp_3	III_36_22311C00011.1	104311	672
152865_4_amp_4	III_37_9940C00212.1	10306	672
152865_4_amp_5	III_41_22826C01094.1	423	672
152865_4_amp_6	I_1_22555C00003.1	180508	672
152865_4_amp_7	I_35_18770C00016.1	4981	672
152865_4_amp_8	I_38_22827C00315.1	24722	672
152865_4_amp_9	I_4_22608C00039.1	7819	672
152865_4_amp_10	Ia_23_10528C00007.1	12346	672
152865_4_amp_11	Ia_24_14478C00129.1	4858	672
152865_4_amp_12	Ia_25_17329C00227.1	15186	672
152865_4_amp_13	Ia_26_17150C00207.1	15248	672
152865_4_amp_14	Ic_32_1122.1	42711	672
152865_4_amp_15	Ic_33_6266C00013.1	22147	672
152865_4_amp_16	Ic_34_23503C00199.1	4019	672
152865_4_amp_17	I_3_22829C00968.2	1005	672
152865_5_amp_1	I_1_22555C00003.1	180744	432
152865_5_amp_2	I_2_22603C00015.1	65681	432
152865_5_amp_3	I_35_18770C00016.1	5217	432
152865_5_amp_4	I_38_22827C00315.1	24958	432
152865_5_amp_5	I_6_22825C00750.1	1364	432
152865_5_amp_6	Ia_21_284.1	35793	432
152865_5_amp_7	Ia_22_14731C00234.1	1890	432
152865_5_amp_8	Ia_23_10528C00007.1	12350	432
152865_5_amp_9	Ia_24_14478C00129.1	4862	432
152865_5_amp_10	Ia_25_17329C00227.1	15190	432
152865_5_amp_11	Ia_26_17150C00207.1	15252	432
152865_5_amp_12	Ia_27_19479C00001.1	232517	432
152865_5_amp_13	Ia_29_19480C00015.1	105765	432
152865_5_amp_14	Ia_30_6268C00080.1	4384	432
152865_5_amp_15	Ia_31_6270C00019.1	10363	432
152865_5_amp_16	I_3_22829C00968.2	1241	432
152865_7_amp_1	I_1_22555C00003.1	180745	468
152865_7_amp_2	I_35_18770C00016.1	5218	468
152865_7_amp_3	I_38_22827C00315.1	24959	468
152865_7_amp_4	Ia_21_284.1	35794	468
152865_7_amp_5	Ia_22_14731C00234.1	1853	468
152865_7_amp_6	Ia_23_10528C00007.1	12313	468
152865_7_amp_7	Ia_24_14478C00129.1	4825	468
152865_7_amp_8	Ia_25_17329C00227.1	15153	468
152865_7_amp_9	Ia_26_17150C00207.1	15215	468
152865_7_amp_10	Ia_27_19479C00001.1	232518	468
152865_7_amp_11	Ia_28_14556C00250.1	3973	468
152865_7_amp_12	Ia_29_19480C00015.1	105728	468
152865_7_amp_13	Ia_30_6268C00080.1	4347	468
152865_7_amp_14	Ia_31_6270C00019.1	10364	468
152865_10_amp_1	I_1_22555C00003.1	180746	428
152865_10_amp_2	I_2_22603C00015.1	65683	428
152865_10_amp_3	I_35_18770C00016.1	5219	428
152865_10_amp_4	I_38_22827C00315.1	24960	428
152865_10_amp_5	I_6_22825C00750.1	1366	428
152865_10_amp_6	Ia_21_284.1	35795	428
152865_10_amp_7	Ia_22_14731C00234.1	1892	428
152865_10_amp_8	Ia_23_10528C00007.1	12352	428
152865_10_amp_9	Ia_24_14478C00129.1	4864	428
152865_10_amp_10	Ia_25_17329C00227.1	15192	428
152865_10_amp_11	Ia_26_17150C00207.1	15254	428
152865_10_amp_12	Ia_27_19479C00001.1	232519	428
152865_10_amp_13	Ia_29_19480C00015.1	105767	428
152865_10_amp_14	Ia_30_6268C00080.1	4386	428
152865_10_amp_15	Ia_31_6270C00019.1	10365	428
152865_10_amp_16	I_3_22829C00968.2	1243	428
152865_12_amp_1	I_1_22555C00003.1	180743	467
152865_12_amp_2	I_35_18770C00016.1	5216	467
152865_12_amp_3	I_38_22827C00315.1	24957	467
152865_12_amp_4	Ia_21_284.1	35792	467
152865_12_amp_5	Ia_22_14731C00234.1	1856	467
152865_12_amp_6	Ia_23_10528C00007.1	12316	467
152865_12_amp_7	Ia_24_14478C00129.1	4828	467
152865_12_amp_8	Ia_25_17329C00227.1	15156	467
152865_12_amp_9	Ia_26_17150C00207.1	15218	467
152865_12_amp_10	Ia_27_19479C00001.1	232516	467
152865_12_amp_11	Ia_28_14556C00250.1	3971	467
152865_12_amp_12	Ia_29_19480C00015.1	105731	467
152865_12_amp_13	Ia_30_6268C00080.1	4350	467
152865_12_amp_14	Ia_31_6270C00019.1	10362	467
152865_17_amp_1	I_38_22827C00315.1	24907	480
152865_17_amp_2	Ia_30_6268C00080.1	4387	480
152865_19_amp_1	I_38_22827C00315.1	24909	522
152865_19_amp_2	Ia_23_10528C00007.1	12309	522
152865_19_amp_3	Ia_30_6268C00080.1	4343	522
152865_20_amp_1	I_1_22555C00003.1	180336	429
152865_20_amp_2	I_2_22603C00015.1	66092	429
152865_20_amp_3	I_35_18770C00016.1	4809	429
152865_20_amp_4	I_38_22827C00315.1	24550	429
152865_20_amp_5	Ia_21_284.1	35385	429
152865_20_amp_6	Ia_22_14731C00234.1	2301	429
152865_20_amp_7	Ia_23_10528C00007.1	12761	429
152865_20_amp_8	Ia_24_14478C00129.1	5273	429
152865_20_amp_9	Ia_25_17329C00227.1	15601	429
152865_20_amp_10	Ia_26_17150C00207.1	15663	429
152865_20_amp_11	Ia_27_19479C00001.1	232109	429
152865_20_amp_12	Ia_28_14556C00250.1	3564	429
152865_20_amp_13	Ia_29_19480C00015.1	106176	429
152865_20_amp_14	Ia_30_6268C00080.1	4795	429
152865_20_amp_15	Ia_31_6270C00019.1	9955	429
152865_20_amp_16	I_3_22829C00968.2	833	429
21216_1_amp_1	III_11_6264C00013.1	28887	381
21216_1_amp_2	III_14_1121.1	241485	381
21216_1_amp_3	III_36_22311C00004.1	28539	381
21216_1_amp_4	III_37_9940C00181.1	28626	381
21216_1_amp_5	III_41_22826C00793.1	1417	381
21216_1_amp_6	IV_17_22599C00336.1	1160	381
21216_1_amp_7	IV_18_22602C00277.1	14233	381
21216_1_amp_8	IV_19_6271C00001.1	1708982	381
21216_1_amp_9	IV_20_6269C00008.1	686154	381
21216_1_amp_10	Ia_23_10528C00260.1	5511	381
21216_1_amp_11	I_3_22829C00165.2	1039	381
21216_3_amp_1	I_1_22555C00001.1	306671	417
21216_3_amp_2	I_35_18770C00005.1	11395	417
21216_3_amp_3	I_4_22608C00001.1	81296	417
21216_3_amp_4	Ia_24_14478C00072.1	10107	417
21216_3_amp_5	Ia_25_17329C00220.1	633	417
21216_3_amp_6	Ia_26_17150C00201.1	10103	417
21216_4_amp_1	Ia_23_10528C00260.1	5575	319
21216_6_amp_1	I_1_22555C00001.1	306673	414
21216_6_amp_2	I_35_18770C00005.1	11397	414
21216_6_amp_3	I_4_22608C00001.1	81297	414
21216_6_amp_4	Ia_24_14478C00072.1	10109	414
21216_6_amp_5	Ia_25_17329C00220.1	635	414
21216_6_amp_6	Ia_26_17150C00201.1	10105	414
426956_1_amp_1	IV_20_6269C00008.1	476564	551
426956_2_amp_1	I_38_22827C00004.1	60307	565
426956_2_amp_2	Ia_23_10528C00151.1	11516	562
426956_3_amp_1	I_38_22827C00004.1	60012	321
426956_3_amp_2	Ia_23_10528C00151.1	12052	321
426956_5_amp_1	III_12_6265C00019.1	8833	562
426956_5_amp_2	III_40_23543C00163.1	97233	562
426956_5_amp_3	Ia_23_10528C00151.1	11523	562
426956_6_amp_1	IV_16_6263.1	392471	332
426956_6_amp_2	IV_17_22599C00119.1	13478	332
426956_6_amp_3	IV_18_22602C01036.1	9920	332
426956_6_amp_4	IV_19_6271C00001.1	1847300	332
426956_6_amp_5	IV_20_6269C00008.1	477091	332
426956_6_amp_6	IV_39_21414C00191.1	84858	332
426956_6_amp_7	IV_7_22597C00088.1	7920	332
426956_6_amp_8	IV_8_22598C00175.1	3718	332
426956_6_amp_9	I_5_22828C00012.2	66531	332
426956_6_amp_10	I_6_22825C00169.1	6638	332
426956_6_amp_11	Ia_22_14731C00032.1	11887	332
426956_6_amp_12	Ia_27_19479C00009.1	109932	332
426956_6_amp_13	Ia_28_14556C00001.1	80235	332
426956_6_amp_14	Ia_31_6270C00006.1	81414	332
426956_9_amp_1	I_1_22555C00001.1	206912	315
426956_9_amp_2	I_35_18770C00004.1	224401	315
426956_9_amp_3	I_38_22827C00004.1	60011	315
426956_9_amp_4	I_4_22608C00001.1	175831	315
426956_9_amp_5	Ia_23_10528C00151.1	12059	315
426956_9_amp_6	Ia_24_14478C00031.1	7256	315
426956_9_amp_7	Ia_25_17329C00216.1	20902	315
426956_9_amp_8	Ia_26_17150C00197.1	20874	315
426956_11_amp_1	III_13_6010C00006.1	601097	403
426956_11_amp_2	III_15_10759C00302.1	10591	403
426956_11_amp_3	I_6_22825C00169.1	7478	403
426956_11_amp_4	Ia_21_284.1	7161782	403
426956_11_amp_5	Ia_22_14731C00032.1	10976	403
426956_11_amp_6	Ia_23_10528C00151.1	11133	403
426956_11_amp_7	Ia_27_19479C00009.1	109021	403
426956_11_amp_8	Ia_28_14556C00001.1	79324	403
426956_11_amp_9	Ia_29_19480C00011.1	145398	403
426956_11_amp_10	Ia_31_6270C00006.1	80503	403
426956_12_amp_1	I_38_22827C00004.1	60303	567
426956_12_amp_2	Ia_23_10528C00151.1	11518	564
426956_13_amp_1	III_12_6265C00019.1	8831	551
426956_13_amp_2	III_40_23543C00163.1	97231	551
426956_13_amp_3	I_38_22827C00004.1	60313	554
426956_13_amp_4	Ia_23_10528C00151.1	11521	551
426956_14_amp_1	III_12_6265C00019.1	8832	558
426956_14_amp_2	III_40_23543C00163.1	97232	558
426956_14_amp_3	Ia_23_10528C00151.1	11522	558
426956_15_amp_1	III_12_6265C00019.1	8830	542
426956_15_amp_2	III_40_23543C00163.1	97230	542
426956_15_amp_3	IV_20_6269C00008.1	476567	542
426956_15_amp_4	I_6_22825C00169.1	6952	542
426956_15_amp_5	Ia_22_14731C00032.1	11363	542
426956_15_amp_6	Ia_27_19479C00009.1	109408	542
426956_15_amp_7	Ia_28_14556C00001.1	79711	542
426956_15_amp_8	Ia_31_6270C00006.1	80890	542
3480_1_amp_1	IV_19_6271C00001.1	2441493	380
3480_1_amp_2	Ic_32_1122.1	4620278	380
3480_1_amp_3	Ic_33_6266C00004.1	170067	380
3480_1_amp_4	Ic_34_23503C00075.1	28031	380
125_1_amp_1	Ia_21_284.1	5673075	501
125_1_amp_2	Ia_29_19480C00040.1	27510	501
125_1_amp_3	I_3_22829C01221.2	2012	468
125_2_amp_1	Ia_21_284.1	5673395	177
125_2_amp_2	Ia_29_19480C00040.1	27514	177
125_3_amp_1	Ia_21_284.1	5673073	506
125_3_amp_2	Ia_29_19480C00040.1	27507	506
125_3_amp_3	I_3_22829C01221.2	2010	473
92_1_amp_1	II_10_6272C00073.1	122640	379
92_1_amp_2	II_9_2088.2	3642163	379
92_1_amp_3	IV_16_6263.1	2923809	379
92_1_amp_4	IV_19_6271C00001.1	6374898	379
92_1_amp_5	IV_39_21414C00223.1	58663	379
92_1_amp_6	IV_7_22597C00023.1	20607	379
92_1_amp_7	IV_8_22598C00019.1	18881	379
92_1_amp_8	Ia_23_10528C00106.1	16864	379
92_2_amp_1	III_12_6265C00002.1	282503	430
92_2_amp_2	III_13_6010C00002.1	549870	430
92_2_amp_3	IV_20_6269C00011.1	859587	430
92_8_amp_1	III_12_6265C00002.1	282322	602
92_8_amp_2	III_13_6010C00002.1	549689	602
92_8_amp_3	IV_19_6271C00001.1	6374495	602
92_8_amp_4	I_6_22825C00771.1	1437	602
92_8_amp_5	Ia_22_14731C00080.1	1774	602
92_8_amp_6	Ia_27_19479C00005.1	171422	602
92_8_amp_7	Ia_30_6268C00049.1	38185	602
92_8_amp_8	Ia_31_6270C00004.1	125113	602
92_8_amp_9	Ic_32_1122.1	1709584	602
92_8_amp_10	Ic_33_6266C00020.1	102689	602
92_8_amp_11	Ic_34_23503C00112.1	1475	602
92_9_amp_1	III_12_6265C00002.1	282501	433
92_9_amp_2	III_13_6010C00002.1	549868	433
92_9_amp_3	IV_20_6269C00011.1	859585	433
92_10_amp_1	IV_17_22599C00134.1	13628	540
92_10_amp_2	IV_18_22602C00999.1	6342	540
92_10_amp_3	IV_19_6271C00001.1	6374734	540
92_10_amp_4	I_1_22555C00007.1	187025	540
92_10_amp_5	I_35_18770C00002.1	160226	540
92_10_amp_6	I_38_22827C00032.1	20056	540
92_10_amp_7	I_4_22608C00030.1	47608	540
92_10_amp_8	I_5_22828C00002.2	72852	540
92_10_amp_9	Ia_24_14478C00005.1	53113	540
92_10_amp_10	Ia_25_17329C00150.1	17045	540
92_10_amp_11	Ia_26_17150C00139.1	16947	540
92_10_amp_12	Ic_32_1122.1	1709407	540
92_10_amp_13	Ic_33_6266C00020.1	102512	540
92_10_amp_14	Ic_34_23503C00112.1	1714	540
92_11_amp_1	III_11_6264C00002.1	245511	379
92_11_amp_2	III_13_6010C00002.1	549521	379
92_11_amp_3	III_14_1121.1	6097158	379
92_11_amp_4	III_15_10759C00355.1	64133	379
92_11_amp_5	III_36_22311C00062.1	38958	379
92_11_amp_6	III_37_9940C00336.1	18781	379
92_11_amp_7	III_41_22826C00370.1	6497	379
92_11_amp_8	IV_19_6271C00001.1	6374886	379
92_11_amp_9	I_1_22555C00007.1	187177	379
92_11_amp_10	I_35_18770C00002.1	160235	379
92_11_amp_11	I_38_22827C00032.1	20065	379
92_11_amp_12	I_5_22828C00002.2	73004	379
92_11_amp_13	Ia_21_284.1	2411981	379
92_11_amp_14	Ia_23_10528C00106.1	16876	379
92_11_amp_15	Ia_24_14478C00005.1	53122	379
92_11_amp_16	Ia_25_17329C00150.1	17197	379
92_11_amp_17	Ia_26_17150C00139.1	17099	379
92_11_amp_18	Ia_29_19480C00039.1	54417	379
92_11_amp_19	Ic_32_1122.1	1709416	379
92_11_amp_20	Ic_33_6266C00020.1	102521	379
92_11_amp_21	Ic_34_23503C00112.1	1866	379
92_12_amp_1	II_10_6272C00073.1	122478	546
92_12_amp_2	II_9_2088.2	3642001	546
92_12_amp_3	IV_16_6263.1	2923804	546
92_12_amp_4	IV_19_6271C00001.1	6374736	546
92_12_amp_5	I_1_22555C00007.1	187027	546
92_12_amp_6	I_35_18770C00002.1	160218	546
92_12_amp_7	I_38_22827C00032.1	20048	546
92_12_amp_8	I_4_22608C00030.1	47600	546
92_12_amp_9	I_5_22828C00002.2	72854	546
92_12_amp_10	Ia_24_14478C00005.1	53105	546
92_12_amp_11	Ia_25_17329C00150.1	17047	546
92_12_amp_12	Ia_26_17150C00139.1	16949	546
92_12_amp_13	Ic_32_1122.1	1709399	546
92_12_amp_14	Ic_33_6266C00020.1	102504	546
92_12_amp_15	Ic_34_23503C00112.1	1716	546
92_16_amp_1	III_12_6265C00002.1	282487	449
92_16_amp_2	III_40_23543C00036.1	80877	449
92_16_amp_3	IV_20_6269C00011.1	859571	449
92_16_amp_4	Ia_22_14731C00080.1	1939	449
92_16_amp_5	Ia_30_6268C00049.1	38173	449
92_17_amp_1	III_11_6264C00002.1	245346	397
92_17_amp_2	III_14_1121.1	6096993	397
92_17_amp_3	III_36_22311C00062.1	38793	397
92_17_amp_4	III_37_9940C00336.1	18928	397
92_17_amp_5	III_41_22826C00370.1	6332	397
92_17_amp_6	IV_17_22599C00134.1	13784	397
92_17_amp_7	IV_18_22602C00999.1	6498	397
92_17_amp_8	IV_19_6271C00001.1	6374721	397
92_17_amp_9	I_38_22827C00032.1	20212	397
92_17_amp_10	I_5_22828C00002.2	72839	397
92_17_amp_11	I_6_22825C00771.1	1416	397
92_17_amp_12	Ia_21_284.1	2412128	397
92_17_amp_13	Ia_27_19479C00005.1	171401	397
92_17_amp_14	Ia_29_19480C00039.1	54564	397
92_17_amp_15	Ia_30_6268C00049.1	38411	397
92_17_amp_16	Ia_31_6270C00004.1	125092	397
92_18_amp_1	Ia_21_284.1	2411875	474
92_18_amp_2	Ia_23_10528C00106.1	16770	474
92_18_amp_3	Ia_29_19480C00039.1	54311	474
92_19_amp_1	Ia_21_284.1	2411874	478
92_19_amp_2	Ia_23_10528C00106.1	16769	478
92_19_amp_3	Ia_29_19480C00039.1	54310	478
92_19_amp_4	Ic_32_1122.1	1709309	478
92_19_amp_5	Ic_33_6266C00020.1	102414	478
92_19_amp_6	Ic_34_23503C00112.1	1874	478
86_10_amp_1	III_11_6264C00005.1	189150	413
86_10_amp_2	III_14_1121.1	990360	413
86_10_amp_3	III_36_22311C00060.1	39443	413
86_10_amp_4	III_37_9940C00218.1	3673	413
86_10_amp_5	III_41_22826C00108.1	6005	413
86_10_amp_6	I_5_22828C00006.2	59313	413
86_10_amp_7	Ia_23_10528C00015.1	41255	413
86_11_amp_1	III_11_6264C00005.1	188490	681
86_11_amp_2	III_14_1121.1	989700	681
86_11_amp_3	III_36_22311C00060.1	38783	681
86_11_amp_4	III_37_9940C00218.1	4065	681
86_11_amp_5	III_41_22826C00108.1	6397	681
86_11_amp_6	I_5_22828C00006.2	58653	681
86_11_amp_7	Ia_23_10528C00015.1	40595	681
86_16_amp_1	III_11_6264C00005.1	189151	414
86_16_amp_2	III_14_1121.1	990361	414
86_16_amp_3	III_36_22311C00060.1	39444	414
86_16_amp_4	III_37_9940C00218.1	3671	414
86_16_amp_5	III_41_22826C00108.1	6003	414
86_16_amp_6	I_5_22828C00006.2	59314	414
86_16_amp_7	Ia_23_10528C00015.1	41256	414
86_18_amp_1	III_11_6264C00005.1	188492	681
86_18_amp_2	III_14_1121.1	989702	681
86_18_amp_3	III_36_22311C00060.1	38785	681
86_18_amp_4	III_37_9940C00218.1	4063	681
86_18_amp_5	III_41_22826C00108.1	6395	681
86_18_amp_6	I_6_22825C00189.1	2770	681
86_18_amp_7	Ia_21_284.1	6675865	681
86_18_amp_8	Ia_22_14731C00070.1	7759	681
86_18_amp_9	Ia_23_10528C00015.1	40597	681
86_18_amp_10	Ia_27_19479C00003.1	279327	681
86_18_amp_11	Ia_28_14556C00142.1	8548	681
86_18_amp_12	Ia_29_19480C00006.1	215647	681
86_18_amp_13	Ia_30_6268C00093.1	101667	681
86_18_amp_14	Ia_31_6270C00003.1	156132	681
86_19_amp_1	III_11_6264C00005.1	189148	412
86_19_amp_2	III_14_1121.1	990358	412
86_19_amp_3	III_36_22311C00060.1	39441	412
86_19_amp_4	III_37_9940C00218.1	3676	412
86_19_amp_5	III_41_22826C00108.1	6008	412
86_19_amp_6	I_5_22828C00006.2	59311	412
86_19_amp_7	Ia_23_10528C00015.1	41253	412
49_1_amp_1	I_1_22555C00002.1	283906	504
49_1_amp_2	I_2_22603C00043.1	38505	504
49_1_amp_3	I_35_18770C00001.1	316186	504
49_1_amp_4	I_4_22608C00023.1	2520	504
49_1_amp_5	Ia_23_10528C00030.1	9232	504
49_1_amp_6	Ia_24_14478C00013.1	31606	504
49_1_amp_7	Ia_25_17329C00196.1	9712	504
49_1_amp_8	Ia_26_17150C00182.1	9710	504
49_2_amp_1	III_11_6264C00010.1	103699	390
49_2_amp_2	III_12_6265C00005.1	51294	390
49_2_amp_3	III_13_6010C00010.1	83530	390
49_2_amp_4	III_14_1121.1	7359592	390
49_2_amp_5	III_15_10759C00383.1	82115	390
49_2_amp_6	III_36_22311C00001.1	102381	390
49_2_amp_7	III_37_9940C00491.1	7542	390
49_2_amp_8	III_40_23543C00108.1	316422	390
49_2_amp_9	IV_16_6263.1	7663190	390
49_2_amp_10	IV_17_22599C00363.1	12605	390
49_2_amp_11	IV_18_22602C00802.1	2502	390
49_2_amp_12	IV_19_6271C00001.1	390177	390
49_2_amp_13	IV_20_6269C00009.1	480814	390
49_2_amp_14	IV_39_21414C00016.1	13684	390
49_2_amp_15	IV_7_22597C00368.1	24311	390
49_2_amp_16	IV_8_22598C00050.1	8889	390
49_2_amp_17	I_1_22555C00002.1	284082	390
49_2_amp_18	I_35_18770C00001.1	316362	390
49_2_amp_19	I_38_22827C00330.1	18176	390
49_2_amp_20	I_4_22608C00023.1	2696	390
49_2_amp_21	I_5_22828C00001.2	202059	390
49_2_amp_22	I_6_22825C00150.1	10075	390
49_2_amp_23	Ia_22_14731C00005.1	24963	390
49_2_amp_24	Ia_24_14478C00013.1	31782	390
49_2_amp_25	Ia_25_17329C00196.1	9650	390
49_2_amp_26	Ia_26_17150C00182.1	9648	390
49_2_amp_27	Ia_28_14556C00004.1	63855	390
49_2_amp_28	Ia_30_6268C00065.1	46164	390
49_2_amp_29	I_3_22829C00008.2	18054	390
49_4_amp_1	III_11_6264C00010.1	103695	391
49_4_amp_2	III_12_6265C00005.1	51290	391
49_4_amp_3	III_13_6010C00010.1	83533	391
49_4_amp_4	III_14_1121.1	7359588	391
49_4_amp_5	III_15_10759C00383.1	82118	391
49_4_amp_6	III_36_22311C00001.1	102384	391
49_4_amp_7	III_37_9940C00491.1	7545	391
49_4_amp_8	III_40_23543C00108.1	316425	391
49_4_amp_9	IV_16_6263.1	7663186	391
49_4_amp_10	IV_17_22599C00363.1	12608	391
49_4_amp_11	IV_18_22602C00802.1	2505	391
49_4_amp_12	IV_19_6271C00001.1	390173	391
49_4_amp_13	IV_20_6269C00009.1	480817	391
49_4_amp_14	IV_39_21414C00016.1	13680	391
49_4_amp_15	IV_7_22597C00368.1	24314	391
49_4_amp_16	IV_8_22598C00050.1	8892	391
49_4_amp_17	I_1_22555C00002.1	284085	391
49_4_amp_18	I_35_18770C00001.1	316365	391
49_4_amp_19	I_38_22827C00330.1	18179	391
49_4_amp_20	I_4_22608C00023.1	2699	391
49_4_amp_21	I_5_22828C00001.2	202055	391
49_4_amp_22	I_6_22825C00150.1	10078	391
49_4_amp_23	Ia_22_14731C00005.1	24966	391
49_4_amp_24	Ia_24_14478C00013.1	31785	391
49_4_amp_25	Ia_25_17329C00196.1	9646	391
49_4_amp_26	Ia_26_17150C00182.1	9644	391
49_4_amp_27	Ia_28_14556C00004.1	63851	391
49_4_amp_28	Ia_30_6268C00065.1	46160	391
49_4_amp_29	I_3_22829C00008.2	18057	391
49_5_amp_1	III_11_6264C00010.1	103694	393
49_5_amp_2	III_12_6265C00005.1	51289	393
49_5_amp_3	III_13_6010C00010.1	83532	393
49_5_amp_4	III_14_1121.1	7359587	393
49_5_amp_5	III_15_10759C00383.1	82117	393
49_5_amp_6	III_36_22311C00001.1	102383	393
49_5_amp_7	III_37_9940C00491.1	7544	393
49_5_amp_8	III_40_23543C00108.1	316424	393
49_5_amp_9	IV_16_6263.1	7663185	393
49_5_amp_10	IV_17_22599C00363.1	12607	393
