AmpId	SequenceId	PositionInSequence	Length
25479_12_amp_16	I_35_18770C00018.1	50407	488
25479_12_amp_17	I_38_22827C00309.1	9660	488
25479_12_amp_18	I_4_22608C00120.1	1667	488
25479_12_amp_19	I_5_22828C00030.2	42188	488
25479_12_amp_20	I_6_22825C00130.1	3936	488
25479_12_amp_21	Ia_21_284.1	5547115	488
25479_12_amp_22	Ia_22_14731C00096.1	1473	488
25479_12_amp_23	Ia_23_10528C00064.1	19322	488
25479_12_amp_24	Ia_24_14478C00006.1	41635	488
25479_12_amp_25	Ia_25_17329C00155.1	6860	488
25479_12_amp_26	Ia_26_17150C00143.1	12029	488
25479_12_amp_27	Ia_27_19479C00026.1	26025	488
25479_12_amp_28	Ia_28_14556C00059.1	1471	488
25479_12_amp_29	Ia_29_19480C00001.1	77972	488
25479_12_amp_30	Ia_30_6268C00114.1	36785	488
25479_12_amp_31	Ia_31_6270C00047.1	47662	488
25479_12_amp_32	Ic_32_1122.1	3681598	488
25479_12_amp_33	Ic_33_6266C00028.1	5892	488
25479_12_amp_34	Ic_34_23503C00352.1	23169	488
25479_12_amp_35	I_3_22829C00724.2	4441	488
25479_14_amp_1	III_11_6264C00024.1	87355	480
25479_14_amp_2	III_12_6265C00016.1	69440	480
25479_14_amp_3	III_13_6010C00003.1	120514	480
25479_14_amp_4	III_14_1121.1	2171703	480
25479_14_amp_5	III_15_10759C00261.1	9201	480
25479_14_amp_6	III_36_22311C00006.1	19035	480
25479_14_amp_7	III_37_9940C00283.1	3629	480
25479_14_amp_8	III_40_23543C00123.1	69413	480
25479_14_amp_9	III_41_22826C00280.1	4516	480
25479_14_amp_10	II_10_6272C00049.1	38193	480
25479_14_amp_11	II_9_2088.2	3768933	480
25479_14_amp_12	I_1_22555C00021.1	76422	480
25479_14_amp_13	I_2_22603C00011.1	29819	480
25479_14_amp_14	I_35_18770C00018.1	50408	480
25479_14_amp_15	I_38_22827C00309.1	9661	480
25479_14_amp_16	I_4_22608C00120.1	1668	480
25479_14_amp_17	I_5_22828C00030.2	42189	480
25479_14_amp_18	I_6_22825C00130.1	3943	480
25479_14_amp_19	Ia_21_284.1	5547116	480
25479_14_amp_20	Ia_22_14731C00096.1	1480	480
25479_14_amp_21	Ia_23_10528C00064.1	19329	480
25479_14_amp_22	Ia_24_14478C00006.1	41642	480
25479_14_amp_23	Ia_25_17329C00155.1	6861	480
25479_14_amp_24	Ia_26_17150C00143.1	12030	480
25479_14_amp_25	Ia_27_19479C00026.1	26032	480
25479_14_amp_26	Ia_28_14556C00059.1	1478	480
25479_14_amp_27	Ia_29_19480C00001.1	77979	480
25479_14_amp_28	Ia_30_6268C00114.1	36792	480
25479_14_amp_29	Ia_31_6270C00047.1	47663	480
25479_14_amp_30	Ic_32_1122.1	3681599	480
25479_14_amp_31	Ic_33_6266C00028.1	5899	480
25479_14_amp_32	Ic_34_23503C00352.1	23170	480
25479_14_amp_33	I_3_22829C00724.2	4448	480
25479_15_amp_1	III_11_6264C00024.1	87330	514
25479_15_amp_2	III_12_6265C00016.1	69431	514
25479_15_amp_3	III_13_6010C00003.1	120505	514
25479_15_amp_4	III_14_1121.1	2171694	514
25479_15_amp_5	III_15_10759C00261.1	9192	514
25479_15_amp_6	III_36_22311C00006.1	19026	514
25479_15_amp_7	III_37_9940C00283.1	3620	514
25479_15_amp_8	III_40_23543C00123.1	69404	514
25479_15_amp_9	III_41_22826C00280.1	4507	514
25479_15_amp_10	II_10_6272C00049.1	38184	514
25479_15_amp_11	II_9_2088.2	3768908	514
25479_15_amp_12	IV_17_22599C00010.1	5312	514
25479_15_amp_13	IV_18_22602C00787.1	24569	514
25479_15_amp_14	I_1_22555C00021.1	76413	514
25479_15_amp_15	I_2_22603C00011.1	29810	514
25479_15_amp_16	I_35_18770C00018.1	50383	514
25479_15_amp_17	I_38_22827C00309.1	9636	514
25479_15_amp_18	I_4_22608C00120.1	1643	514
25479_15_amp_19	I_5_22828C00030.2	42164	514
25479_15_amp_20	I_6_22825C00130.1	3934	514
25479_15_amp_21	Ia_21_284.1	5547091	514
25479_15_amp_22	Ia_22_14731C00096.1	1471	514
25479_15_amp_23	Ia_23_10528C00064.1	19320	514
25479_15_amp_24	Ia_24_14478C00006.1	41633	514
25479_15_amp_25	Ia_25_17329C00155.1	6836	514
25479_15_amp_26	Ia_26_17150C00143.1	12005	514
25479_15_amp_27	Ia_27_19479C00026.1	26023	514
25479_15_amp_28	Ia_28_14556C00059.1	1469	514
25479_15_amp_29	Ia_29_19480C00001.1	77970	514
25479_15_amp_30	Ia_30_6268C00114.1	36783	514
25479_15_amp_31	Ia_31_6270C00047.1	47638	514
25479_15_amp_32	Ic_32_1122.1	3681574	514
25479_15_amp_33	Ic_33_6266C00028.1	5890	514
25479_15_amp_34	Ic_34_23503C00352.1	23145	514
25479_15_amp_35	I_3_22829C00724.2	4439	514
25479_17_amp_1	III_11_6264C00024.1	87493	317
25479_17_amp_2	III_12_6265C00016.1	69465	317
25479_17_amp_3	III_13_6010C00003.1	120539	317
25479_17_amp_4	III_14_1121.1	2171728	317
25479_17_amp_5	III_15_10759C00261.1	9226	317
25479_17_amp_6	III_36_22311C00006.1	19060	317
25479_17_amp_7	III_37_9940C00283.1	3654	317
25479_17_amp_8	III_40_23543C00123.1	69438	317
25479_17_amp_9	III_41_22826C00280.1	4541	317
25479_17_amp_10	IV_16_6263.1	2207091	317
25479_17_amp_11	IV_17_22599C00010.1	5346	317
25479_17_amp_12	IV_18_22602C00787.1	24732	317
25479_17_amp_13	IV_19_6271C00002.1	1019493	317
25479_17_amp_14	IV_20_6269C00002.1	609932	317
25479_17_amp_15	IV_39_21414C00247.1	40837	317
25479_17_amp_16	IV_7_22597C00128.1	7709	317
25479_17_amp_17	IV_8_22598C00161.1	3561	317
25479_17_amp_18	I_1_22555C00021.1	76447	317
25479_17_amp_19	I_2_22603C00011.1	29844	317
25479_17_amp_20	I_35_18770C00018.1	50546	317
25479_17_amp_21	I_38_22827C00309.1	9799	317
25479_17_amp_22	I_4_22608C00120.1	1806	317
25479_17_amp_23	I_5_22828C00030.2	42327	317
25479_17_amp_24	I_6_22825C00130.1	3968	317
25479_17_amp_25	Ia_21_284.1	5547254	317
25479_17_amp_26	Ia_22_14731C00096.1	1505	317
25479_17_amp_27	Ia_23_10528C00064.1	19354	317
25479_17_amp_28	Ia_24_14478C00006.1	41667	317
25479_17_amp_29	Ia_25_17329C00155.1	6999	317
25479_17_amp_30	Ia_26_17150C00143.1	12168	317
25479_17_amp_31	Ia_27_19479C00026.1	26057	317
25479_17_amp_32	Ia_28_14556C00059.1	1503	317
25479_17_amp_33	Ia_29_19480C00001.1	78004	317
25479_17_amp_34	Ia_30_6268C00114.1	36817	317
25479_17_amp_35	Ia_31_6270C00047.1	47801	317
25479_17_amp_36	Ic_32_1122.1	3681737	317
25479_17_amp_37	Ic_33_6266C00028.1	5924	317
25479_17_amp_38	Ic_34_23503C00352.1	23308	317
25479_17_amp_39	I_3_22829C00724.2	4473	317
25479_18_amp_1	III_11_6264C00024.1	87353	458
25479_18_amp_2	III_12_6265C00016.1	69464	458
25479_18_amp_3	III_13_6010C00003.1	120538	458
25479_18_amp_4	III_14_1121.1	2171727	458
25479_18_amp_5	III_15_10759C00261.1	9225	458
25479_18_amp_6	III_36_22311C00006.1	19059	458
25479_18_amp_7	III_37_9940C00283.1	3653	458
25479_18_amp_8	III_40_23543C00123.1	69437	458
25479_18_amp_9	III_41_22826C00280.1	4540	458
25479_18_amp_10	II_10_6272C00049.1	38217	458
25479_18_amp_11	II_9_2088.2	3768931	458
25479_18_amp_12	IV_16_6263.1	2207090	458
25479_18_amp_13	IV_17_22599C00010.1	5345	458
25479_18_amp_14	IV_18_22602C00787.1	24592	458
25479_18_amp_15	IV_19_6271C00002.1	1019353	458
25479_18_amp_16	IV_20_6269C00002.1	609792	458
25479_18_amp_17	IV_39_21414C00247.1	40697	458
25479_18_amp_18	IV_7_22597C00128.1	7569	458
25479_18_amp_19	IV_8_22598C00161.1	3560	458
25479_18_amp_20	I_1_22555C00021.1	76446	458
25479_18_amp_21	I_2_22603C00011.1	29843	458
25479_18_amp_22	I_35_18770C00018.1	50406	458
25479_18_amp_23	I_38_22827C00309.1	9659	458
25479_18_amp_24	I_4_22608C00120.1	1666	458
25479_18_amp_25	I_5_22828C00030.2	42187	458
25479_18_amp_26	I_6_22825C00130.1	3967	458
25479_18_amp_27	Ia_21_284.1	5547114	458
25479_18_amp_28	Ia_22_14731C00096.1	1504	458
25479_18_amp_29	Ia_23_10528C00064.1	19353	458
25479_18_amp_30	Ia_24_14478C00006.1	41666	458
25479_18_amp_31	Ia_25_17329C00155.1	6859	458
25479_18_amp_32	Ia_26_17150C00143.1	12028	458
25479_18_amp_33	Ia_27_19479C00026.1	26056	458
25479_18_amp_34	Ia_28_14556C00059.1	1502	458
25479_18_amp_35	Ia_30_6268C00114.1	36816	458
25479_18_amp_36	Ia_31_6270C00047.1	47661	458
25479_18_amp_37	Ic_32_1122.1	3681597	458
25479_18_amp_38	Ic_33_6266C00028.1	5923	458
25479_18_amp_39	Ic_34_23503C00352.1	23168	458
25479_18_amp_40	I_3_22829C00724.2	4472	458
25479_19_amp_1	I_1_22555C00021.1	76445	361
25479_19_amp_2	I_35_18770C00018.1	50504	361
25479_19_amp_3	I_38_22827C00309.1	9757	361
25479_19_amp_4	I_4_22608C00120.1	1764	361
25479_19_amp_5	I_5_22828C00030.2	42285	361
25479_19_amp_6	I_6_22825C00130.1	3966	361
25479_19_amp_7	Ia_21_284.1	5547212	361
25479_19_amp_8	Ia_24_14478C00006.1	41665	361
25479_19_amp_9	Ia_25_17329C00155.1	6957	361
25479_19_amp_10	Ia_26_17150C00143.1	12126	361
25479_19_amp_11	Ia_27_19479C00026.1	26055	361
25479_19_amp_12	Ia_30_6268C00114.1	36815	361
25479_19_amp_13	Ia_31_6270C00047.1	47759	361
437_1_amp_1	III_40_23543C00058.1	194211	308
437_1_amp_2	IV_19_6271C00002.1	1158989	308
437_1_amp_3	I_1_22555C00033.1	19723	308
437_1_amp_4	I_2_22603C00114.1	5208	308
437_1_amp_5	I_35_18770C00034.1	37047	308
437_1_amp_6	I_38_22827C00266.1	494	308
437_1_amp_7	I_4_22608C00057.1	37121	308
437_1_amp_8	I_6_22825C00966.1	661	308
437_1_amp_9	Ia_24_14478C00212.1	3273	308
437_1_amp_10	Ia_25_17329C00163.1	6593	308
437_1_amp_11	Ia_26_17150C00150.1	6581	308
437_1_amp_12	Ia_30_6268C00109.1	1772	308
437_1_amp_13	I_3_22829C00716.2	4162	308
437_2_amp_1	III_40_23543C00058.1	194206	410
437_2_amp_2	II_10_6272C00050.1	7544	410
437_2_amp_3	II_9_2088.2	3907932	410
437_2_amp_4	IV_17_22599C00346.1	46140	410
437_2_amp_5	IV_18_22602C00562.1	4574	410
437_2_amp_6	IV_19_6271C00002.1	1158892	410
437_2_amp_7	IV_39_21414C00195.1	60087	410
437_2_amp_8	IV_7_22597C00289.1	19095	410
437_2_amp_9	IV_8_22598C00042.1	5114	410
437_2_amp_10	I_1_22555C00033.1	19626	410
437_2_amp_11	I_2_22603C00114.1	5203	410
437_2_amp_12	I_35_18770C00034.1	37042	410
437_2_amp_13	I_38_22827C00266.1	489	410
437_2_amp_14	I_4_22608C00057.1	37116	410
437_2_amp_15	I_5_22828C00029.2	40239	410
437_2_amp_16	I_6_22825C00966.1	656	410
437_2_amp_17	Ia_21_284.1	5662930	410
437_2_amp_18	Ia_22_14731C00336.1	3184	410
437_2_amp_19	Ia_23_10528C00057.1	10120	410
437_2_amp_20	Ia_24_14478C00212.1	3268	410
437_2_amp_21	Ia_25_17329C00163.1	6496	410
437_2_amp_22	Ia_26_17150C00150.1	6484	410
437_2_amp_23	Ia_27_19479C00037.1	34723	410
437_2_amp_24	Ia_28_14556C00021.1	1211	410
437_2_amp_25	Ia_29_19480C00040.1	37757	410
437_2_amp_26	Ia_30_6268C00109.1	1767	410
437_2_amp_27	Ia_31_6270C00039.1	37979	410
437_2_amp_28	Ic_32_1122.1	3777781	410
437_2_amp_29	Ic_33_6266C00035.1	34378	410
437_2_amp_30	Ic_34_23503C00402.1	34478	410
437_2_amp_31	I_3_22829C00716.2	4065	410
437_3_amp_1	III_40_23543C00058.1	194205	301
437_3_amp_2	II_10_6272C00050.1	7543	301
437_3_amp_3	II_9_2088.2	3908042	301
437_3_amp_4	IV_17_22599C00346.1	46139	301
437_3_amp_5	IV_18_22602C00562.1	4684	301
437_3_amp_6	IV_19_6271C00002.1	1159002	301
437_3_amp_7	IV_39_21414C00195.1	60086	301
437_3_amp_8	IV_7_22597C00289.1	19094	301
437_3_amp_9	IV_8_22598C00042.1	5224	301
437_3_amp_10	I_1_22555C00033.1	19736	301
437_3_amp_11	I_2_22603C00114.1	5202	301
437_3_amp_12	I_35_18770C00034.1	37041	301
437_3_amp_13	I_38_22827C00266.1	488	301
437_3_amp_14	I_4_22608C00057.1	37115	301
437_3_amp_15	I_5_22828C00029.2	40238	301
437_3_amp_16	I_6_22825C00966.1	655	301
437_3_amp_17	Ia_21_284.1	5663040	301
437_3_amp_18	Ia_22_14731C00336.1	3183	301
437_3_amp_19	Ia_23_10528C00057.1	10119	301
437_3_amp_20	Ia_24_14478C00212.1	3267	301
437_3_amp_21	Ia_25_17329C00163.1	6606	301
437_3_amp_22	Ia_26_17150C00150.1	6594	301
437_3_amp_23	Ia_27_19479C00037.1	34833	301
437_3_amp_24	Ia_28_14556C00021.1	1321	301
437_3_amp_25	Ia_29_19480C00040.1	37756	301
437_3_amp_26	Ia_30_6268C00109.1	1766	301
437_3_amp_27	Ia_31_6270C00039.1	37978	301
437_3_amp_28	Ic_32_1122.1	3777891	301
437_3_amp_29	Ic_33_6266C00035.1	34377	301
437_3_amp_30	Ic_34_23503C00402.1	34477	301
437_3_amp_31	I_3_22829C00716.2	4175	301
437_4_amp_1	III_40_23543C00058.1	194204	309
437_4_amp_2	II_10_6272C00050.1	7542	309
437_4_amp_3	II_9_2088.2	3908035	309
437_4_amp_4	IV_17_22599C00346.1	46138	309
437_4_amp_5	IV_18_22602C00562.1	4677	309
437_4_amp_6	IV_19_6271C00002.1	1158995	309
437_4_amp_7	IV_39_21414C00195.1	60085	309
437_4_amp_8	IV_7_22597C00289.1	19093	309
437_4_amp_9	IV_8_22598C00042.1	5217	309
437_4_amp_10	I_1_22555C00033.1	19729	309
437_4_amp_11	I_2_22603C00114.1	5201	309
437_4_amp_12	I_35_18770C00034.1	37040	309
437_4_amp_13	I_38_22827C00266.1	487	309
437_4_amp_14	I_4_22608C00057.1	37114	309
437_4_amp_15	I_5_22828C00029.2	40237	309
437_4_amp_16	I_6_22825C00966.1	654	309
437_4_amp_17	Ia_21_284.1	5663033	309
437_4_amp_18	Ia_22_14731C00336.1	3182	309
437_4_amp_19	Ia_23_10528C00057.1	10118	309
437_4_amp_20	Ia_24_14478C00212.1	3266	309
437_4_amp_21	Ia_25_17329C00163.1	6599	309
437_4_amp_22	Ia_26_17150C00150.1	6587	309
437_4_amp_23	Ia_27_19479C00037.1	34826	309
437_4_amp_24	Ia_28_14556C00021.1	1314	309
437_4_amp_25	Ia_29_19480C00040.1	37755	309
437_4_amp_26	Ia_30_6268C00109.1	1765	309
437_4_amp_27	Ia_31_6270C00039.1	37977	309
437_4_amp_28	Ic_32_1122.1	3777884	309
437_4_amp_29	Ic_33_6266C00035.1	34376	309
437_4_amp_30	Ic_34_23503C00402.1	34476	309
437_4_amp_31	I_3_22829C00716.2	4168	309
437_6_amp_1	III_40_23543C00058.1	194203	333
437_6_amp_2	II_10_6272C00050.1	7541	333
437_6_amp_3	II_9_2088.2	3908012	333
437_6_amp_4	IV_17_22599C00346.1	46137	333
437_6_amp_5	IV_18_22602C00562.1	4654	333
437_6_amp_6	IV_19_6271C00002.1	1158972	333
437_6_amp_7	IV_39_21414C00195.1	60084	333
437_6_amp_8	IV_7_22597C00289.1	19092	333
437_6_amp_9	IV_8_22598C00042.1	5194	333
437_6_amp_10	I_1_22555C00033.1	19706	333
437_6_amp_11	I_2_22603C00114.1	5200	333
437_6_amp_12	I_35_18770C00034.1	37039	333
437_6_amp_13	I_38_22827C00266.1	486	333
437_6_amp_14	I_4_22608C00057.1	37113	333
437_6_amp_15	I_5_22828C00029.2	40236	333
437_6_amp_16	Ia_24_14478C00212.1	3265	333
437_6_amp_17	Ia_25_17329C00163.1	6576	333
437_6_amp_18	Ia_26_17150C00150.1	6564	333
437_6_amp_19	Ia_30_6268C00109.1	1764	333
437_6_amp_20	I_3_22829C00716.2	4145	333
437_7_amp_1	III_40_23543C00058.1	194201	304
437_7_amp_2	II_10_6272C00050.1	7539	304
437_7_amp_3	II_9_2088.2	3908043	304
437_7_amp_4	IV_17_22599C00346.1	46135	304
437_7_amp_5	IV_18_22602C00562.1	4685	304
437_7_amp_6	IV_19_6271C00002.1	1159003	304
437_7_amp_7	IV_39_21414C00195.1	60082	304
437_7_amp_8	IV_7_22597C00289.1	19090	304
437_7_amp_9	IV_8_22598C00042.1	5225	304
437_7_amp_10	I_1_22555C00033.1	19737	304
437_7_amp_11	I_2_22603C00114.1	5198	304
437_7_amp_12	I_35_18770C00034.1	37037	304
437_7_amp_13	I_38_22827C00266.1	484	304
437_7_amp_14	I_4_22608C00057.1	37111	304
437_7_amp_15	I_5_22828C00029.2	40234	304
437_7_amp_16	I_6_22825C00966.1	651	304
437_7_amp_17	Ia_22_14731C00336.1	3179	304
437_7_amp_18	Ia_23_10528C00057.1	10115	304
437_7_amp_19	Ia_24_14478C00212.1	3263	304
437_7_amp_20	Ia_25_17329C00163.1	6607	304
437_7_amp_21	Ia_26_17150C00150.1	6595	304
437_7_amp_22	Ia_27_19479C00037.1	34834	304
437_7_amp_23	Ia_28_14556C00021.1	1322	304
437_7_amp_24	Ia_30_6268C00109.1	1762	304
437_7_amp_25	Ia_31_6270C00039.1	37974	304
437_7_amp_26	Ic_32_1122.1	3777892	304
437_7_amp_27	Ic_33_6266C00035.1	34373	304
437_7_amp_28	Ic_34_23503C00402.1	34473	304
437_7_amp_29	I_3_22829C00716.2	4176	304
437_8_amp_1	III_40_23543C00058.1	194202	302
437_8_amp_2	II_10_6272C00050.1	7540	302
437_8_amp_3	II_9_2088.2	3908044	302
437_8_amp_4	IV_17_22599C00346.1	46136	302
437_8_amp_5	IV_18_22602C00562.1	4686	302
437_8_amp_6	IV_19_6271C00002.1	1159004	302
437_8_amp_7	IV_39_21414C00195.1	60083	302
437_8_amp_8	IV_7_22597C00289.1	19091	302
437_8_amp_9	IV_8_22598C00042.1	5226	302
437_8_amp_10	I_1_22555C00033.1	19738	302
437_8_amp_11	I_2_22603C00114.1	5199	302
437_8_amp_12	I_35_18770C00034.1	37038	302
437_8_amp_13	I_38_22827C00266.1	485	302
437_8_amp_14	I_4_22608C00057.1	37112	302
437_8_amp_15	I_5_22828C00029.2	40235	302
437_8_amp_16	I_6_22825C00966.1	652	302
437_8_amp_17	Ia_21_284.1	5663042	302
437_8_amp_18	Ia_22_14731C00336.1	3180	302
437_8_amp_19	Ia_23_10528C00057.1	10116	302
437_8_amp_20	Ia_24_14478C00212.1	3264	302
437_8_amp_21	Ia_25_17329C00163.1	6608	302
437_8_amp_22	Ia_26_17150C00150.1	6596	302
437_8_amp_23	Ia_27_19479C00037.1	34835	302
437_8_amp_24	Ia_28_14556C00021.1	1323	302
437_8_amp_25	Ia_29_19480C00040.1	37753	302
437_8_amp_26	Ia_30_6268C00109.1	1763	302
437_8_amp_27	Ia_31_6270C00039.1	37975	302
437_8_amp_28	Ic_32_1122.1	3777893	302
437_8_amp_29	Ic_33_6266C00035.1	34374	302
437_8_amp_30	Ic_34_23503C00402.1	34474	302
437_8_amp_31	I_3_22829C00716.2	4177	302
437_9_amp_1	III_11_6264C00035.1	39958	309
437_9_amp_2	III_12_6265C00014.1	145269	309
437_9_amp_3	III_13_6010C00003.1	11189	309
437_9_amp_4	III_14_1121.1	2058085	309
437_9_amp_5	III_15_10759C00369.1	64068	309
437_9_amp_6	III_36_22311C00038.1	39375	309
437_9_amp_7	III_40_23543C00058.1	194194	309
437_9_amp_8	III_41_22826C01476.1	487	309
437_9_amp_9	II_10_6272C00050.1	7532	309
437_9_amp_10	II_9_2088.2	3908045	309
437_9_amp_11	IV_16_6263.1	2078107	309
437_9_amp_12	IV_17_22599C00346.1	46128	309
437_9_amp_13	IV_18_22602C00562.1	4687	309
437_9_amp_14	IV_19_6271C00002.1	1159005	309
437_9_amp_15	IV_20_6269C00003.1	82514	309
437_9_amp_16	IV_39_21414C00195.1	60075	309
437_9_amp_17	IV_7_22597C00289.1	19083	309
437_9_amp_18	IV_8_22598C00042.1	5227	309
437_9_amp_19	I_1_22555C00033.1	19739	309
437_9_amp_20	I_2_22603C00114.1	5191	309
437_9_amp_21	I_35_18770C00034.1	37030	309
437_9_amp_22	I_38_22827C00266.1	477	309
437_9_amp_23	I_4_22608C00057.1	37104	309
437_9_amp_24	I_5_22828C00029.2	40227	309
437_9_amp_25	I_6_22825C00966.1	644	309
437_9_amp_26	Ia_21_284.1	5663043	309
437_9_amp_27	Ia_22_14731C00336.1	3172	309
437_9_amp_28	Ia_23_10528C00057.1	10108	309
437_9_amp_29	Ia_24_14478C00212.1	3256	309
437_9_amp_30	Ia_25_17329C00163.1	6609	309
437_9_amp_31	Ia_26_17150C00150.1	6597	309
437_9_amp_32	Ia_27_19479C00037.1	34836	309
437_9_amp_33	Ia_28_14556C00021.1	1324	309
437_9_amp_34	Ia_29_19480C00040.1	37745	309
437_9_amp_35	Ia_30_6268C00109.1	1755	309
437_9_amp_36	Ia_31_6270C00039.1	37967	309
437_9_amp_37	Ic_32_1122.1	3777894	309
437_9_amp_38	Ic_33_6266C00035.1	34366	309
437_9_amp_39	Ic_34_23503C00402.1	34466	309
437_9_amp_40	I_3_22829C00716.2	4178	309
437_10_amp_1	III_12_6265C00014.1	145268	314
437_10_amp_2	III_13_6010C00003.1	11188	314
437_10_amp_3	III_14_1121.1	2058084	314
437_10_amp_4	III_15_10759C00369.1	64067	314
437_10_amp_5	III_36_22311C00038.1	39374	314
437_10_amp_6	III_40_23543C00058.1	194193	314
437_10_amp_7	III_41_22826C01476.1	486	314
437_10_amp_8	II_10_6272C00050.1	7531	314
437_10_amp_9	II_9_2088.2	3908041	314
437_10_amp_10	IV_16_6263.1	2078106	314
437_10_amp_11	IV_17_22599C00346.1	46127	314
437_10_amp_12	IV_18_22602C00562.1	4683	314
437_10_amp_13	IV_19_6271C00002.1	1159001	314
437_10_amp_14	IV_20_6269C00003.1	82510	314
437_10_amp_15	IV_39_21414C00195.1	60074	314
437_10_amp_16	IV_7_22597C00289.1	19082	314
437_10_amp_17	IV_8_22598C00042.1	5223	314
437_10_amp_18	I_1_22555C00033.1	19735	314
437_10_amp_19	I_2_22603C00114.1	5190	314
437_10_amp_20	I_35_18770C00034.1	37029	314
437_10_amp_21	I_38_22827C00266.1	476	314
437_10_amp_22	I_4_22608C00057.1	37103	314
437_10_amp_23	I_5_22828C00029.2	40226	314
437_10_amp_24	I_6_22825C00966.1	643	314
437_10_amp_25	Ia_21_284.1	5663039	314
437_10_amp_26	Ia_22_14731C00336.1	3171	314
437_10_amp_27	Ia_23_10528C00057.1	10107	314
437_10_amp_28	Ia_24_14478C00212.1	3255	314
437_10_amp_29	Ia_25_17329C00163.1	6605	314
437_10_amp_30	Ia_26_17150C00150.1	6593	314
437_10_amp_31	Ia_27_19479C00037.1	34832	314
437_10_amp_32	Ia_28_14556C00021.1	1320	314
437_10_amp_33	Ia_29_19480C00040.1	37744	314
437_10_amp_34	Ia_30_6268C00109.1	1754	314
437_10_amp_35	Ia_31_6270C00039.1	37966	314
437_10_amp_36	Ic_32_1122.1	3777890	314
437_10_amp_37	Ic_33_6266C00035.1	34365	314
437_10_amp_38	Ic_34_23503C00402.1	34465	314
437_10_amp_39	I_3_22829C00716.2	4174	314
437_11_amp_1	III_12_6265C00014.1	145270	315
437_11_amp_2	III_13_6010C00003.1	11190	315
437_11_amp_3	III_14_1121.1	2058086	315
437_11_amp_4	III_15_10759C00369.1	64069	315
437_11_amp_5	III_36_22311C00038.1	39376	315
437_11_amp_6	III_40_23543C00058.1	194195	315
437_11_amp_7	III_41_22826C01476.1	488	315
437_11_amp_8	II_10_6272C00050.1	7533	315
437_11_amp_9	II_9_2088.2	3908038	315
437_11_amp_10	IV_16_6263.1	2078108	315
437_11_amp_11	IV_17_22599C00346.1	46129	315
437_11_amp_12	IV_18_22602C00562.1	4680	315
437_11_amp_13	IV_19_6271C00002.1	1158998	315
437_11_amp_14	IV_20_6269C00003.1	82507	315
437_11_amp_15	IV_39_21414C00195.1	60076	315
437_11_amp_16	IV_7_22597C00289.1	19084	315
437_11_amp_17	IV_8_22598C00042.1	5220	315
437_11_amp_18	I_1_22555C00033.1	19732	315
437_11_amp_19	I_2_22603C00114.1	5192	315
437_11_amp_20	I_35_18770C00034.1	37031	315
437_11_amp_21	I_38_22827C00266.1	478	315
437_11_amp_22	I_4_22608C00057.1	37105	315
437_11_amp_23	I_5_22828C00029.2	40228	315
437_11_amp_24	I_6_22825C00966.1	645	315
437_11_amp_25	Ia_21_284.1	5663036	315
437_11_amp_26	Ia_22_14731C00336.1	3173	315
437_11_amp_27	Ia_23_10528C00057.1	10109	315
437_11_amp_28	Ia_24_14478C00212.1	3257	315
437_11_amp_29	Ia_25_17329C00163.1	6602	315
437_11_amp_30	Ia_26_17150C00150.1	6590	315
437_11_amp_31	Ia_27_19479C00037.1	34829	315
437_11_amp_32	Ia_28_14556C00021.1	1317	315
437_11_amp_33	Ia_29_19480C00040.1	37746	315
437_11_amp_34	Ia_30_6268C00109.1	1756	315
437_11_amp_35	Ia_31_6270C00039.1	37968	315
437_11_amp_36	Ic_32_1122.1	3777887	315
437_11_amp_37	Ic_33_6266C00035.1	34367	315
437_11_amp_38	Ic_34_23503C00402.1	34467	315
437_11_amp_39	I_3_22829C00716.2	4171	315
437_12_amp_1	III_40_23543C00058.1	194200	302
437_12_amp_2	II_10_6272C00050.1	7538	302
437_12_amp_3	II_9_2088.2	3908046	302
437_12_amp_4	IV_17_22599C00346.1	46134	302
437_12_amp_5	IV_18_22602C00562.1	4688	302
437_12_amp_6	IV_19_6271C00002.1	1159006	302
437_12_amp_7	IV_39_21414C00195.1	60081	302
437_12_amp_8	IV_7_22597C00289.1	19089	302
437_12_amp_9	IV_8_22598C00042.1	5228	302
437_12_amp_10	I_1_22555C00033.1	19740	302
437_12_amp_11	I_2_22603C00114.1	5197	302
437_12_amp_12	I_35_18770C00034.1	37036	302
437_12_amp_13	I_38_22827C00266.1	483	302
437_12_amp_14	I_4_22608C00057.1	37110	302
437_12_amp_15	I_5_22828C00029.2	40233	302
437_12_amp_16	I_6_22825C00966.1	650	302
437_12_amp_17	Ia_21_284.1	5663044	302
437_12_amp_18	Ia_22_14731C00336.1	3178	302
437_12_amp_19	Ia_23_10528C00057.1	10114	302
437_12_amp_20	Ia_24_14478C00212.1	3262	302
437_12_amp_21	Ia_25_17329C00163.1	6610	302
437_12_amp_22	Ia_26_17150C00150.1	6598	302
437_12_amp_23	Ia_27_19479C00037.1	34837	302
437_12_amp_24	Ia_28_14556C00021.1	1325	302
437_12_amp_25	Ia_29_19480C00040.1	37751	302
437_12_amp_26	Ia_30_6268C00109.1	1761	302
437_12_amp_27	Ia_31_6270C00039.1	37973	302
437_12_amp_28	Ic_32_1122.1	3777895	302
437_12_amp_29	Ic_33_6266C00035.1	34372	302
437_12_amp_30	Ic_34_23503C00402.1	34472	302
437_12_amp_31	I_3_22829C00716.2	4179	302
437_13_amp_1	III_40_23543C00058.1	194209	328
